TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Texas,1,Erzkoy,00:33:01.0040000,25,1,0,00:01:36.3470000,True,Red Bull,0,False,False,
Texas,1,marselantuan,00:33:32.0720000,18,2,0,00:01:37.1840000,False,Aston Martin,0,False,False,
Texas,1,e1pege,00:33:34.9810000,15,3,0,00:01:38.1290000,False,Visa Cash App RB,0,False,False,
Texas,1,piotrek_player,00:33:47.1720000,12,4,0,00:01:37.5530000,False,McLaren,0,False,False,
Texas,1,Fernando Alonso,00:34:00.1990000,10,5,0,00:01:39.6670000,False,Aston Martin,0,False,True,
Texas,1,Gabriel Bortoleto,00:34:14.0200000,8,6,0,00:01:40.8310000,False,Kick Sauber,0,False,True,
Texas,1,Andrea Kimi Antonelli,00:34:14.8860000,6,7,0,00:01:40.4260000,False,Mercedes-AMG Petronas,0,False,True,
Texas,1,,00:34:23.6450000,4,8,0,00:01:40.8100000,False,World Car,0,False,True,
Texas,1,Lando Norris,00:34:24.2400000,2,9,0,00:01:40.8860000,False,McLaren,0,False,True,
Texas,1,Nico Hulkenberg,00:34:33.9880000,1,10,0,00:01:40.9880000,False,Kick Sauber,0,False,True,
Texas,1,Carlos Sainz,00:33:15.2550000,0,11,0,00:01:42.3000000,False,Williams,0,False,True,
Texas,1,BjornBartomeu,00:33:16.1870000,0,12,0,00:01:41.7360000,False,Williams,0,False,False,
Texas,1,Oliver Bearman,00:33:17.6640000,0,13,0,00:01:41.6970000,False,Haas,0,False,True,
Texas,1,Liam Lawson,00:33:21.2700000,0,14,0,00:01:42.9670000,False,Red Bull,0,False,True,
Texas,1,SzPi1946,00:33:34.0040000,0,15,0,00:01:40.9420000,False,Alpine,0,False,False,
Texas,1,Yuki Tsunoda,00:33:43.9940000,0,16,0,00:01:44.2260000,False,Visa Cash App RB,0,False,True,
Texas,1,Lewis Hamilton,00:34:16.5040000,0,17,0,00:01:40.8350000,False,Ferrari,0,False,True,
Texas,1,FenomenalnyKorcz,00:34:35.6650000,0,18,0,00:01:41.1250000,False,Ferrari,0,False,False,
Texas,1,Z1Z_PL,00:35:00.2070000,0,19,0,00:01:51.2110000,False,Haas,0,False,False,
Texas,1,George Russell,00:30:09.7410000,0,20,0,00:01:40.6150000,False,Mercedes-AMG Petronas,0,False,True,
Texas,1,F1 Player,00:00:00,0,21,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
