TrackName,PlayerName,QualifyingTime,ConstructorName,IsReserve,
Azerbaijan,Erzkoy,00:01:39.6230000,Red Bull,False,
Azerbaijan,marselantuan,00:01:41.5860000,Aston Martin,False,
Azerbaijan,e1pege,00:01:41.8430000,RB,False,
Azerbaijan,Andrea Kimi Antonelli,00:01:43.9380000,Mercedes-AMG Petronas,False,
Azerbaijan,Carlos Sainz,00:01:44.0770000,Williams,False,
Azerbaijan,Lewis Hamilton,00:01:44.1360000,Ferrari,False,
Azerbaijan,,00:01:44.1370000,World Car,False,
Azerbaijan,Yuki Tsunoda,00:01:44.4540000,Visa Cash App RB,False,
Azerbaijan,George Russell,00:01:44.4780000,Mercedes-AMG Petronas,False,
Azerbaijan,FenomenalnyKorcz,00:01:44.4950000,Ferrari,False,
Azerbaijan,SzPi1946,00:01:44.5180000,Alpine,False,
Azerbaijan,Fernando Alonso,00:01:44.5920000,Aston Martin,False,
Azerbaijan,Oliver Bearman,00:01:44.8130000,Haas,False,
Azerbaijan,Liam Lawson,00:01:44.9500000,Red Bull,False,
Azerbaijan,Gabriel Bortoleto,00:01:45.0770000,Kick Sauber,False,
Azerbaijan,Nico Hulkenberg,00:01:45.4460000,Kick Sauber,False,
Azerbaijan,Lando Norris,00:01:45.8080000,McLaren,False,
Azerbaijan,Z1Z_PL,00:02:04.4740000,Haas,False,
Azerbaijan,piotrek_player,00:00:00,McLaren,False,
Azerbaijan,BjornBartomeu,00:00:00,Williams,False,
Azerbaijan,F1 Player,00:00:00,Mercedes-AMG Petronas,False,
