TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Imola,1,piotrek_player,00:29:38.4550000,25,1,0,00:01:18.2240000,False,McLaren,0,False,False,
Imola,1,Erzkoy,00:29:56.1490000,18,2,0,00:01:18.1480000,True,Red Bull,0,False,False,
Imola,1,e1pege,00:30:33.9480000,15,3,0,00:01:19.8340000,False,Ferrari,0,False,False,
Imola,1,Gabriel Bortoleto,00:30:37.2460000,12,4,0,00:01:20.8410000,False,Kick Sauber,0,False,True,
Imola,1,Andrea Kimi Antonelli,00:30:38.7040000,10,5,0,00:01:21.2240000,False,Mercedes-AMG Petronas,0,False,True,
Imola,1,marselantuan,00:30:48.6710000,8,6,0,00:01:19.9650000,False,Red Bull,0,False,False,
Imola,1,Fernando Alonso,00:30:50.3450000,6,7,0,00:01:21.4240000,False,Aston Martin,0,False,True,
Imola,1,,00:31:00.2310000,4,8,0,00:01:21.8870000,False,World Car,0,False,True,
Imola,1,Isack Hadjar,00:29:40.9970000,2,9,0,00:01:22.1890000,False,Visa Cash App RB,0,False,True,
Imola,1,Nico Hulkenberg,00:29:41.5860000,1,10,0,00:01:22.1130000,False,Kick Sauber,0,False,True,
Imola,1,Lando Norris,00:29:42.6300000,0,11,0,00:01:21.6300000,False,McLaren,0,False,True,
Imola,1,Alex Albon,00:29:45.8860000,0,12,0,00:01:21.7700000,False,Williams,0,False,True,
Imola,1,Carlos Sainz,00:29:46.4540000,0,13,0,00:01:21.3480000,False,Williams,0,False,True,
Imola,1,Liam Lawson,00:29:47.6190000,0,14,0,00:01:22.2270000,False,Red Bull,0,False,True,
Imola,1,Pierre Gasly,00:29:49.0380000,0,15,0,00:01:22.4250000,False,Alpine,0,False,True,
Imola,1,Lance Stroll,00:29:50.4980000,0,16,0,00:01:22.2070000,False,Aston Martin,0,False,True,
Imola,1,Yuki Tsunoda,00:29:50.7220000,0,17,0,00:01:22.0100000,False,Visa Cash App RB,0,False,True,
Imola,1,Oliver Bearman,00:29:54.3490000,0,18,0,00:01:22.4560000,False,Haas,0,False,True,
Imola,1,BjornBartomeu,00:30:00.5960000,0,19,0,00:01:21.0050000,False,Haas,0,False,False,
Imola,1,Lewis Hamilton,00:26:57.2370000,0,20,0,00:01:21.2890000,False,Ferrari,0,False,True,
Imola,1,F1 Player,00:00:00,0,21,0,00:00:00,False,Ferrari,0,False,False,
Imola,1,F1 Player,00:00:00,0,22,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
Imola,1,SzPi1946,00:00:00,0,23,0,00:00:00,False,Aston Martin,0,False,False,
