TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Brazil,1,marselantuan,00:30:57.2480000,25,1,0,00:01:11.8320000,False,Aston Martin,0,False,False,
Brazil,1,e1pege,00:31:05.2640000,18,2,0,00:01:11.7280000,False,Visa Cash App RB,0,False,False,
Brazil,1,piotrek_player,00:31:18.0870000,15,3,0,00:01:12.3840000,False,McLaren,0,False,False,
Brazil,1,,00:31:39.1990000,12,4,0,00:01:13.7030000,False,World Car,0,False,True,
Brazil,1,Fernando Alonso,00:31:45.4770000,10,5,0,00:01:12.8940000,False,Aston Martin,0,False,True,
Brazil,1,Lewis Hamilton,00:31:47.0200000,8,6,0,00:01:13.3190000,False,Ferrari,0,False,True,
Brazil,1,Nico Hulkenberg,00:31:47.3270000,6,7,0,00:01:13.6210000,False,Kick Sauber,0,False,True,
Brazil,1,Erzkoy,00:31:48.0660000,4,8,0,00:01:11.2870000,True,Red Bull,0,False,False,
Brazil,1,Liam Lawson,00:31:56.6230000,2,9,0,00:01:14.1640000,False,Red Bull,0,False,True,
Brazil,1,Yuki Tsunoda,00:31:59.8980000,1,10,0,00:01:13.7340000,False,Visa Cash App RB,0,False,True,
Brazil,1,Z1Z_PL,00:31:03.8990000,0,11,0,00:01:13.9870000,False,Haas,0,False,False,
Brazil,1,FenomenalnyKorcz,00:31:10.3770000,0,12,0,00:01:14.0710000,False,Ferrari,0,False,False,
Brazil,1,Alex Albon,00:31:11.6990000,0,13,0,00:01:14.5340000,False,Williams,0,False,True,
Brazil,1,George Russell,00:32:01.0760000,0,14,0,00:01:13.5450000,False,Mercedes-AMG Petronas,0,False,True,
Brazil,1,Carlos Sainz,00:32:08.7810000,0,15,0,00:01:14.7450000,False,Williams,0,False,True,
Brazil,1,Gabriel Bortoleto,00:06:14.2460000,0,16,0,00:01:14.5780000,False,Kick Sauber,0,False,True,
Brazil,1,SzPi1946,00:09:22.8950000,0,17,0,00:01:14.0330000,False,Alpine,0,False,False,
Brazil,1,Andrea Kimi Antonelli,00:31:04.6290000,0,18,0,00:01:14.5830000,False,Mercedes-AMG Petronas,0,False,True,
Brazil,1,Lando Norris,00:00:00,0,19,0,00:01:13.5810000,False,McLaren,0,False,True,
Brazil,1,Oliver Bearman,00:00:00,0,20,0,00:01:15.0050000,False,Haas,0,False,True,
Brazil,1,BjornBartomeu,00:00:00,0,21,0,00:00:00,False,Williams,0,False,False,
Brazil,1,F1 Player,00:00:00,0,22,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
