TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Bahrain,1,piotrek_player,00:31:50.0370000,25,1,0,00:01:33.1970000,False,McLaren,0,False,False,
Bahrain,1,e1pege,00:32:07.9740000,18,2,0,00:01:32.7470000,True,Ferrari,0,False,False,
Bahrain,1,Erzkoy,00:32:16.0880000,15,3,0,00:01:33.4310000,False,Red Bull,0,False,False,
Bahrain,1,BjornBartomeu,00:32:32.6840000,12,4,0,00:01:34.8930000,False,Haas,0,False,False,
Bahrain,1,Lando Norris,00:32:49.7310000,10,5,0,00:01:36.0650000,False,McLaren,0,False,True,
Bahrain,1,Andrea Kimi Antonelli,00:32:56.9210000,8,6,0,00:01:36.4200000,False,Mercedes-AMG Petronas,0,False,True,
Bahrain,1,Gabriel Bortoleto,00:32:58.5510000,6,7,0,00:01:35.9300000,False,Kick Sauber,0,False,True,
Bahrain,1,Fernando Alonso,00:33:01.3030000,4,8,0,00:01:36.5730000,False,Aston Martin,0,False,True,
Bahrain,1,Alex Albon,00:33:03.4840000,2,9,0,00:01:36.0850000,False,Williams,0,False,True,
Bahrain,1,Carlos Sainz,00:33:04.8950000,1,10,0,00:01:36.4590000,False,Williams,0,False,True,
Bahrain,1,Liam Lawson,00:31:51.0730000,0,11,0,00:01:37.1230000,False,Red Bull,0,False,True,
Bahrain,1,Yuki Tsunoda,00:31:51.0870000,0,12,0,00:01:36.8690000,False,Visa Cash App RB,0,False,True,
Bahrain,1,SzPi1946,00:32:01.4900000,0,13,0,00:01:34.5890000,False,Aston Martin,0,False,False,
Bahrain,1,Nico Hulkenberg,00:33:06.0260000,0,14,0,00:01:35.8630000,False,Kick Sauber,0,False,True,
Bahrain,1,George Russell,00:33:06.7760000,0,15,0,00:01:36.2550000,False,Mercedes-AMG Petronas,0,False,True,
Bahrain,1,,00:33:13.9540000,0,16,0,00:01:36.2820000,False,World Car,0,False,True,
Bahrain,1,Oliver Bearman,00:33:22.3520000,0,17,0,00:01:37.1710000,False,Haas,0,False,True,
Bahrain,1,Lewis Hamilton,00:33:24.8020000,0,18,0,00:01:37.4460000,False,Ferrari,0,False,True,
Bahrain,1,Isack Hadjar,00:28:40.0400000,0,19,0,00:01:37.4420000,False,Visa Cash App RB,0,False,True,
Bahrain,1,Pierre Gasly,00:30:22.7710000,0,20,0,00:01:36.1050000,False,Alpine,0,False,True,
Bahrain,1,marselantuan,00:00:00,0,21,0,00:00:00,False,Red Bull,0,False,False,
Bahrain,1,F1 Player,00:00:00,0,22,0,00:00:00,False,Ferrari,0,False,False,
Bahrain,1,F1 Player,00:00:00,0,23,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
