TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Spain,1,piotrek_player,00:30:10.6180000,25,1,0,00:01:16.0930000,False,McLaren,0,False,False,
Spain,1,Erzkoy,00:30:19.2730000,18,2,0,00:01:14.9850000,True,Red Bull,0,False,False,
Spain,1,Fernando Alonso,00:30:52.0010000,15,3,0,00:01:17.9450000,False,Aston Martin,0,False,True,
Spain,1,,00:30:57.8690000,12,4,0,00:01:18.1730000,False,World Car,0,False,True,
Spain,1,Andrea Kimi Antonelli,00:31:03.5600000,10,5,0,00:01:18.1430000,False,Mercedes-AMG Petronas,0,False,True,
Spain,1,Liam Lawson,00:31:12.7050000,8,6,0,00:01:19.0030000,False,Red Bull,0,False,True,
Spain,1,e1pege,00:31:14.4060000,6,7,0,00:01:17.0380000,False,Visa Cash App RB,0,False,False,
Spain,1,Lewis Hamilton,00:31:19.5240000,4,8,0,00:01:18.8490000,False,Ferrari,0,False,True,
Spain,1,Alex Albon,00:31:21.3830000,2,9,0,00:01:19.3620000,False,Williams,0,False,True,
Spain,1,Charles Leclerc,00:31:24.9230000,1,10,0,00:01:18.7770000,False,Ferrari,0,False,True,
Spain,1,Pierre Gasly,00:30:13.3020000,0,11,0,00:01:19.7340000,False,Alpine,0,False,True,
Spain,1,George Russell,00:30:17.1040000,0,12,0,00:01:19.0750000,False,Mercedes-AMG Petronas,0,False,True,
Spain,1,marselantuan,00:30:31.1170000,0,13,0,00:01:15.8320000,False,Aston Martin,0,False,False,
Spain,1,Z1Z_PL,00:30:49.9770000,0,14,0,00:01:19.7530000,False,Haas,0,False,False,
Spain,1,Nico Hulkenberg,00:31:28.1620000,0,15,0,00:01:19.7190000,False,Kick Sauber,0,False,True,
Spain,1,Carlos Sainz,00:31:28.6130000,0,16,0,00:01:19.3570000,False,Williams,0,False,True,
Spain,1,Lando Norris,00:31:29.0090000,0,17,0,00:01:19.7650000,False,McLaren,0,False,True,
Spain,1,Oliver Bearman,00:31:29.5510000,0,18,0,00:01:19.4250000,False,Haas,0,False,True,
Spain,1,Yuki Tsunoda,00:31:29.9640000,0,19,0,00:01:19.7680000,False,Visa Cash App RB,0,False,True,
Spain,1,Gabriel Bortoleto,00:04:48.3460000,0,20,0,00:01:18.1590000,False,Kick Sauber,0,False,True,
Spain,1,BjornBartomeu,00:00:00,0,21,0,00:00:00,False,Williams,0,False,False,
Spain,1,SzPi1946,00:00:00,0,22,0,00:00:00,False,Alpine,0,False,False,
Spain,1,F1 Player,00:00:00,0,23,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
Spain,1,FenomenalnyKorcz,00:00:00,0,24,0,00:00:00,False,Ferrari,0,False,False,
