TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Brazil,1,Erzkoy,00:06:49.9750000,25,1,0,00:01:20.7980000,True,Red Bull,0,False,False,
Brazil,1,piotrek_player,00:06:54.3040000,18,2,0,00:01:21.1860000,False,McLaren,0,False,False,
Brazil,1,Fernando Alonso,00:07:00.0780000,15,3,0,00:01:22.5230000,False,Aston Martin,0,False,True,
Brazil,1,Gabriel Bortoleto,00:07:00.8800000,12,4,0,00:01:22.3320000,False,Kick Sauber,0,False,True,
Brazil,1,Nico Hulkenberg,00:07:03.2420000,10,5,0,00:01:22.7460000,False,Kick Sauber,0,False,True,
Brazil,1,George Russell,00:07:03.9940000,8,6,0,00:01:23.0300000,False,Mercedes-AMG Petronas,0,False,True,
Brazil,1,Lewis Hamilton,00:07:04.5550000,6,7,0,00:01:22.8790000,False,Ferrari,0,False,True,
Brazil,1,,00:07:05.3870000,4,8,0,00:01:22.8640000,False,World Car,0,False,True,
Brazil,1,Alex Albon,00:07:06.1040000,2,9,0,00:01:22.8660000,False,Williams,0,False,True,
Brazil,1,Yuki Tsunoda,00:07:06.9770000,1,10,0,00:01:22.9910000,False,Visa Cash App RB,0,False,True,
Brazil,1,Lando Norris,00:07:07.6290000,0,11,0,00:01:23.0100000,False,McLaren,0,False,True,
Brazil,1,Liam Lawson,00:07:08.6510000,0,12,0,00:01:22.9690000,False,Red Bull,0,False,True,
Brazil,1,marselantuan,00:07:14.6840000,0,13,0,00:01:24.1840000,False,Aston Martin,0,False,False,
Brazil,1,e1pege,00:07:14.7270000,0,14,0,00:01:23.4400000,False,Visa Cash App RB,0,False,False,
Brazil,1,Andrea Kimi Antonelli,00:07:19.5880000,0,15,0,00:01:24.6160000,False,Mercedes-AMG Petronas,0,False,True,
Brazil,1,Carlos Sainz,00:07:20.0370000,0,16,0,00:01:24.1510000,False,Williams,0,False,True,
Brazil,1,Z1Z_PL,00:07:21.5700000,0,17,0,00:01:24.0280000,False,Haas,0,False,False,
Brazil,1,Oliver Bearman,00:07:23.0640000,0,18,0,00:01:24.8140000,False,Haas,0,False,True,
Brazil,1,FenomenalnyKorcz,00:07:32.0700000,0,19,0,00:01:24.6110000,False,Ferrari,0,False,False,
Brazil,1,SzPi1946,00:07:50.0850000,0,20,0,00:01:24.0800000,False,Alpine,0,False,False,
Brazil,1,BjornBartomeu,00:00:00,0,21,0,00:00:00,False,Williams,0,False,False,
Brazil,1,F1 Player,00:00:00,0,22,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
