TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Las Vegas,1,Erzkoy,00:29:12.6320000,25,1,0,00:01:35.2080000,True,Red Bull,0,False,False,
Las Vegas,1,marselantuan,00:29:58.4630000,18,2,0,00:01:36.3030000,False,Aston Martin,0,False,False,
Las Vegas,1,piotrek_player,00:30:07.8970000,15,3,0,00:01:36.5550000,False,McLaren,0,False,False,
Las Vegas,1,Lewis Hamilton,00:30:20.9380000,12,4,0,00:01:38.9200000,False,Ferrari,0,False,True,
Las Vegas,1,Gabriel Bortoleto,00:30:27.3760000,10,5,0,00:01:39.2510000,False,Kick Sauber,0,False,True,
Las Vegas,1,BjornBartomeu,00:30:36.9230000,8,6,0,00:01:38.5900000,False,Williams,0,False,False,
Las Vegas,1,Fernando Alonso,00:30:42.6510000,6,7,0,00:01:38.9430000,False,Aston Martin,0,False,True,
Las Vegas,1,Andrea Kimi Antonelli,00:30:43.2910000,4,8,0,00:01:39.7310000,False,Mercedes-AMG Petronas,0,False,True,
Las Vegas,1,Liam Lawson,00:30:46.7470000,2,9,0,00:01:39.1320000,False,Red Bull,0,False,True,
Las Vegas,1,,00:30:47.9850000,1,10,0,00:01:39.9700000,False,World Car,0,False,True,
Las Vegas,1,Lando Norris,00:29:17.9170000,0,11,0,00:01:40.4660000,False,McLaren,0,False,True,
Las Vegas,1,Yuki Tsunoda,00:29:20.0910000,0,12,0,00:01:39.7420000,False,Visa Cash App RB,0,False,True,
Las Vegas,1,Nico Hulkenberg,00:29:21.5270000,0,13,0,00:01:39.8750000,False,Kick Sauber,0,False,True,
Las Vegas,1,Carlos Sainz,00:29:59.8120000,0,14,0,00:01:40.7560000,False,Williams,0,False,True,
Las Vegas,1,Oliver Bearman,00:30:48.5110000,0,15,0,00:01:38.9010000,False,Haas,0,False,True,
Las Vegas,1,Charles Leclerc,00:30:51.9030000,0,16,0,00:01:39.2990000,False,Ferrari,0,False,True,
Las Vegas,1,e1pege,00:17:59.3910000,0,17,0,00:01:37.0030000,False,Visa Cash App RB,0,False,False,
Las Vegas,1,George Russell,00:19:06.7680000,0,18,0,00:01:39.5170000,False,Mercedes-AMG Petronas,0,False,True,
Las Vegas,1,SzPi1946,00:25:06.7990000,0,19,0,00:01:38.5290000,False,Alpine,0,False,False,
Las Vegas,1,Z1Z_PL,00:27:05.1610000,0,20,0,00:01:39.9060000,False,Haas,0,False,False,
Las Vegas,1,F1 Player,00:00:00,0,21,0,00:00:00,False,Mercedes-AMG Petronas,0,False,False,
Las Vegas,1,FenomenalnyKorcz,00:00:00,0,22,0,00:00:00,False,Ferrari,0,False,False,
