TrackName,PlayerName,QualifyingTime,ConstructorName,IsReserve,
Bahrain,Erzkoy,00:01:28.9870000,Red Bull,False,
Bahrain,marselantuan,00:01:30.8250000,Aston Martin,False,
Bahrain,e1pege,00:01:31.1260000,RB,False,
Bahrain,piotrek_player,00:01:31.9360000,McLaren,False,
Bahrain,,00:01:32.0310000,World Car,False,
Bahrain,Lewis Hamilton,00:01:32.1860000,Ferrari,False,
Bahrain,Gabriel Bortoleto,00:01:32.2330000,Kick Sauber,False,
Bahrain,Charles Leclerc,00:01:32.3890000,Ferrari,False,
Bahrain,Fernando Alonso,00:01:32.3900000,Aston Martin,False,
Bahrain,George Russell,00:01:32.4300000,Mercedes-AMG Petronas,False,
Bahrain,Yuki Tsunoda,00:01:32.5300000,Visa Cash App RB,False,
Bahrain,Andrea Kimi Antonelli,00:01:32.5650000,Mercedes-AMG Petronas,False,
Bahrain,Liam Lawson,00:01:32.6600000,Red Bull,False,
Bahrain,Lando Norris,00:01:33.0690000,McLaren,False,
Bahrain,Nico Hulkenberg,00:01:33.1790000,Kick Sauber,False,
Bahrain,Carlos Sainz,00:01:33.7750000,Williams,False,
Bahrain,Oliver Bearman,00:01:34.0760000,Haas,False,
Bahrain,BjornBartomeu,00:01:35.1310000,Williams,False,
Bahrain,Z1Z_PL,00:01:36.1370000,Haas,False,
Bahrain,SzPi1946,00:01:48.3390000,Alpine,False,
Bahrain,F1 Player,00:00:00,Mercedes-AMG Petronas,False,
Bahrain,FenomenalnyKorcz,00:00:00,Ferrari,False,
